data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
4559812,356,IND46857,46857,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,Southern Asia,India,Punjab,Ludhiana,Ludhiana,Ludhiana,30.912,75.8537,1,Indian Express,National,"On 22 Feb, contractual teachers under Sarva Shiksha Abhiyaan (SSA), Rashtriya Madhyamik Shiksha Abhiyan (RMSA) and of Adarsh and model schools sat in protest and attempting to block the conduct of exams at schools all over Punjab including in Gayaspura in Ludhiana town (Punjab). They protesting against the Punjab government's regularisation policy. [size=no report]",0,1552576397,IND
4559813,356,IND46858,46858,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,Southern Asia,India,Punjab,Amritsar,Ajnala,Chamyari,31.8537,74.8204,1,Chandigarh Tribune,National,"On 22 Feb, contractual teachers sat in protest and attempting to block the conduct of exams at schools all over Punjab including in Chamyari in Amritsar district. They protesting against the Punjab government's regularisation policy. [size=large]",0,1552576397,IND
4559700,356,IND46859,46859,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,Southern Asia,India,Punjab,Amritsar,Baba Bakala,Jabbowal,31.5982,75.1283,1,Chandigarh Tribune,National,"On 22 Feb, contractual teachers sat in protest and attempting to block the conduct of exams at schools all over Punjab including in Jabbowal in Amritsar district. They protesting against the Punjab government's job regularisation policy. [size=large]",0,1552576397,IND
4559814,356,IND46860,46860,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,Southern Asia,India,Punjab,Tarn Taran,Tarn Taran,Tarn Taran,31.4519,74.9277,1,Chandigarh Tribune,National,"On 22 Feb, contractual teachers the banner of Adhyapak Sangharsh Committee, held a rally and burnt an effigy of Education Secretary in Tarn Taran town (Punjab). They protesting against the Punjab government's regularisation policy. [size=large]",0,1552576397,IND
4559815,356,IND46861,46861,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,Southern Asia,India,Punjab,Patiala,Patiala,Patiala,30.3362,76.3922,1,Chandigarh Tribune,National,"On 22 Feb, teachers with the Adhyapak Sangarsh Committee held protests and burnt effigies of Education Secretary Krishan Kumar in Patiala town (Punjab). They are protesting against the deployment of police personnel on schools' premises. [size=hundreds]",0,1552576397,IND
4559816,356,IND46862,46862,22-Feb-19,2019,1,Riots,Mob violence,Rioters (India),,5,Civilians (India),Kashmiri Communal Group (India); Students (India),7,57,Southern Asia,India,Punjab,Sangrur,Sangrur,Jhaneri,30.2186,75.9791,1,Chandigarh Tribune,National,"On 22 Feb, a Kashmiri student from Quest Group of Institutions was beaten up at Jhanjeri (Sangrur, Punjab). The incident comes in the backdrop of the militant attack on a CRPF convoy at Pulwama in Jammu and Kashmir. [size=5 people]",0,1552576397,IND
4559817,356,IND46863,46863,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,Southern Asia,India,Punjab,Patiala,Nabha,Nabha,30.3757,76.1529,1,Chandigarh Tribune,National,"On 22 Feb, teachers with the Adhyapak Sangarsh Committee held protests and burnt effigies of Education Secretary Krishan Kumar in Nabha (Patiala, Punjab). They are protesting against the deployment of police personnel on schools' premises. [size=hundreds]",0,1552576397,IND
4559818,356,IND46864,46864,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,Southern Asia,India,Punjab,Patiala,Samana,Samana,30.1539,76.1985,1,Chandigarh Tribune,National,"On 22 Feb, teachers with the Adhyapak Sangarsh Committee held protests and burnt effigies of Education Secretary Krishan Kumar in Samana (Patiala, Punjab). They are protesting against the deployment of police personnel on schools' premises. [size=hundreds]",0,1552576397,IND
4559819,356,IND46865,46865,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,Southern Asia,India,Punjab,Jalandhar,Jalandhar,Jalandhar,31.3255,75.5791,1,Chandigarh Tribune,National,"On 22 Feb, teachers staged a number of sit in protests and boycotting the 'Padho Punjab, Padhao Punjab' programme exams in Jalandhar district (Punjab). They are demanding regularisation of jobs. [size=no report]",0,1552576397,IND
4559820,356,IND46866,46866,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,Southern Asia,India,Punjab,Mansa,Mansa,Mansa,29.988,75.4016,1,Chandigarh Tribune,National,"On 22 Feb, teachers staged a number of sit in protests and boycotting the 'Padho Punjab, Padhao Punjab' programme exams in Mansa town (Punjab). They are demanding regularisation of jobs. [size=no report]",0,1552576397,IND
4559821,356,IND46867,46867,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,Southern Asia,India,Punjab,Muktsar,Muktsar,Muktsar,30.4742,74.5166,1,Chandigarh Tribune,National,"On 22 Feb, teachers staged a number of sit in protests and boycotting the 'Padho Punjab, Padhao Punjab' programme exams in Muktsar town (Punjab). They are demanding regularisation of jobs. [size=no report]",0,1552576397,IND
4559822,356,IND46868,46868,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,Southern Asia,India,Punjab,Kapurthala,Kapurthala,Kapurthala,31.3801,75.381,1,Chandigarh Tribune,National,"On 22 Feb, teachers staged a number of sit in protests and boycotting the 'Padho Punjab, Padhao Punjab' programme exams in Kapurthala town (Punjab). They are demanding regularisation of jobs. [size=no report]",0,1552576397,IND
4559823,356,IND46869,46869,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,Southern Asia,India,Punjab,Fatehgarh Sahib,Khamano,Khamano,30.8163,76.3444,1,Chandigarh Tribune,National,"On 22 Feb, teachers burnt the effigy of Secretary education and protested against his 'non-scientific' projects in Khamao (Fatehgarh Sahib, Punjab). They are demanding regularisation of jobs. [size=no report]",0,1552576397,IND
4559701,356,IND46870,46870,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,Southern Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,1,Daily Excelsior,Subnational,"On 22 Feb, the Agriculture Employees Coordination Committee staged a protest at the Directorate of Agriculture in Jammu city (J&K) over the decision to appoint an non-technical director as the new Director Agriculture Jammu [size=large number].",0,1552576397,IND
4559702,356,IND46871,46871,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),DF: Dogra Front; Shiv Sena,6,,,0,60,Southern Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,1,State Times (India),Subnational,"On 22 Feb, DF and Shiv Sena activists staged a protest in Jammu city (J&K), calling on all political parties to support PM Modi in his response to the Pulwama attack [size=a number of activists].",0,1552576397,IND
4559703,356,IND46872,46872,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,Southern Asia,India,Jammu and Kashmir,Srinagar,Srinagar North,Srinagar,34.0857,74.8056,1,Kashmir Times,Subnational,"On 22 Feb, local traders led a protest in the Lal Chowk area of Srinagar city (J&K) amid a complete shutdown against attacks on Kashmiris around India [size=hundreds].",0,1552576397,IND
4559773,356,IND46873,46873,22-Feb-19,2019,1,Battles,Armed clash,JeM: Jaish-e-Mohammad,Rioters (India),3,Military Forces of India (2014-) Rashtriya Rifles,Police Forces of India (2014-) Central Reserve Police Force; Police Forces of India (2014-) Special Operations Group,1,13,Southern Asia,India,Jammu and Kashmir,Srinagar,Srinagar South,Warpora,34.0541,74.7126,2,Kashmir Observer; Rising Kashmir,Subnational,"On 22 Feb, three JeM militants were killed during a second day of fighting during a joint RR, CRPF and SOG CASO in the Warpora area of Sopore tehsil (Baramulla, J&K). Rioters clashed with state forces in the area.",3,1552576397,IND
4559704,356,IND46874,46874,22-Feb-19,2019,1,Battles,Armed clash,Military Forces of India (2014-),Police Forces of India (2014-) Border Security Force,1,Military Forces of Pakistan (2018-),,8,18,Southern Asia,India,Jammu and Kashmir,Rajouri,Naushera,Naushera,33.1599,74.2408,2,Asian News International,Regional,"On 22 Feb, Indian and Pakistani forces exchanged gunfire across the LoC in the Naushera sector area (Rajouri, J&K). No injuries were reported.",0,1552576397,IND
4559705,356,IND46875,46875,22-Feb-19,2019,1,Battles,Armed clash,Military Forces of India (2014-),Police Forces of India (2014-) Border Security Force,1,Military Forces of Pakistan (2018-),,8,18,Southern Asia,India,Jammu and Kashmir,Poonch,Haveli,Poonch,33.7703,74.0925,2,Asian News International,Regional,"On 22 Feb, Indian and Pakistani forces exchanged gunfire across the LoC in the Poonch sector area (Poonch, J&K). No injuries were reported.",0,1552576397,IND
4559706,356,IND46876,46876,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,Southern Asia,India,Jammu and Kashmir,Baramulla,Baramulla,Baramulla,34.209,74.3429,1,Rising Kashmir,Subnational,"On 22 Feb, the Baramulla Traders Federation staged a protest in Baramulla district town (J&K) against the harassment and intimidation of Kashmiris outside the Kashmir Valley [size=hundreds].",0,1552576397,IND
4559707,356,IND46877,46877,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Jamiat-e-Hamdania,6,,,0,60,Southern Asia,India,Jammu and Kashmir,Srinagar,Srinagar North,Srinagar,34.0857,74.8056,3,Rising Kashmir,Subnational,"On 22 Feb, Jamiat-e-Hamdania staged protests inside the mosques, shrines and Khanqahs across the Kashmir Valley (J&K) to protest against the harassment and bullying of Kashmiris outside the Kashmir Valley [size=no report].",0,1552576397,IND
4559708,356,IND46878,46878,22-Feb-19,2019,1,Strategic developments,Arrests,Police Forces of India (2014-),,1,Civilians (India),JIJK: Jamaat-e-Islami Jammu and Kashmir,7,17,Southern Asia,India,Jammu and Kashmir,Srinagar,Srinagar North,Srinagar,34.0857,74.8056,3,Daily Excelsior,Subnational,"Arrests: On 22 Feb, around 150 JIJK leaders and members were arrested in the Kashmir Valley (J&K). It is unclear whether the arrests were linked to the Pulwama attack or the Supreme Court hearing on Article 35A.",0,1552576397,IND
4559774,356,IND46945,46945,22-Feb-19,2019,1,Violence against civilians,Attack,Unidentified Armed Group (India),,3,Civilians (India),BSP: Bahujan Samaj Party,7,37,Southern Asia,India,Haryana,Panipat,Samalkha,Samalkha,29.2355,77.0127,1,Hindustan Times (India),National,"On February 22, a BSP leader was shot dead by unknown persons in Samalkha (Panipat, Haryana).",1,1552576397,IND
4559775,356,IND46946,46946,22-Feb-19,2019,2,Violence against civilians,Attack,Unidentified Armed Group (India),,3,Civilians (India),Government of India (2014-),7,37,Southern Asia,India,Tamil Nadu,Madurai,Usilampatti,Usilampatti,9.9658,77.7887,1,Times of India,National,"Assumed on 22 Feb, in Usilampatti town (Madurai, TN), a municipality commissioner was allegedly abused and assaulted by two people over the former's refusal to provide them permission for a building construction. No further information was provided.",0,1552576397,IND
4559776,356,IND46947,46947,22-Feb-19,2019,1,Violence against civilians,Attack,"YSRCP: Yuvajana, Sramika, Rythu Congress Party",,3,Civilians (India),Labour Group (India),7,37,Southern Asia,India,Andhra Pradesh,Chittoor,Yerravaripallem,Yerravaripallem,13.7052,79.1331,2,The Hindu,National,"On 22 Feb, in Yerravaripallem mandal (Chittoor, AP), a member of a public survey group was assaulted by two YSR Congress Party activists at Yalamanda village, alleging that he was deleting the names of voters. The survey member was also handed over to the police but the activists were also arrested later on.",0,1552576397,IND
4559777,356,IND46948,46948,22-Feb-19,2019,1,Violence against civilians,Attack,Other Backward Class (OBC) Communal Militia (India),,4,Civilians (India),Other Backward Class (OBC) Communal Group (India),7,47,Southern Asia,India,Tamil Nadu,Tiruvallur,Thiruthani,Thiruthani,13.1759,79.6164,1,New Indian Express; Hindustan Times (India),Subnational-National,"On 22 Feb, in Thiruthani (Tiruvallur, TN), an OBC youth was killed by his friend after the former posted on social media a video of them making casteist remarks against Dalits. The video went viral and sparked protests by Dalits. The victim was struck with a blunt instrument.",1,1552576397,IND
4559778,356,IND46949,46949,22-Feb-19,2019,1,Riots,Violent demonstration,Rioters (India),Teachers (India),5,Police Forces of India (2014-),,1,15,Southern Asia,India,Gujarat,Gandhinagar,Gandhinagar,Gandhinagar,23.2166,72.6833,1,Times of India,National,"On 22 Feb, striking teachers staged a demonstration and scuffled with the police outside the Gujarat Assembly in Gandhinagar city (Gujarat). Around 1700 demonstrators were detained. The teachers were demanding the implementation of the old pension scheme, separate grade pay for primary teachers, exemption from compulsory clearing of computer (CCC) exams and consideration of fix-pay service period of five years for determining seniority and promotions. [size=thousands]",0,1552576397,IND
4559779,356,IND46950,46950,22-Feb-19,2019,1,Riots,Mob violence,Rioters (India),Farmers (India),5,Rioters (India),Farmers (India),5,55,Southern Asia,India,West Bengal,Birbhum,Bolpur Sriniketan,Singhee,23.5963,87.8031,1,Telegraph (India),National,"On February 22, five persons were injured in a clash between two groups of farmers over sharing irrigation water at Singhi village near Bolpur (Birbhum, West Bengal). They used bamboo sticks and crude bombs in the clash. [size=no report]",0,1552576397,IND
4559780,356,IND46951,46951,22-Feb-19,2019,1,Riots,Mob violence,Rioters (India),Vigilante Group (India); Labour Group (India),5,Civilians (India),,7,57,Southern Asia,India,Tamil Nadu,Chennai,Chennai,Chennai,13.0878,80.2784,1,Times of India,National,"On 22 Feb, at Tondiarpet in Chennai city (Chennai, TN), a group of milk vendors dragged an alleged milk thief from his house to the R K Nagar police station to surrender him to the police. [size=no report]",0,1552576397,IND
4559781,356,IND46952,46952,22-Feb-19,2019,1,Riots,Mob violence,Rioters (India),Vigilante Group (India),5,Civilians (India),,7,57,Southern Asia,India,Uttar Pradesh,Jhansi,Jhansi,Jhansi,25.4588,78.5799,2,Times of India,National,"On 22 Feb, a teacher accused of molesting a student was beaten up by the victims parents and relatives in Niwadi (Jhansi, MP). [size=no report]",0,1552576397,IND
4559782,356,IND46953,46953,22-Feb-19,2019,1,Riots,Violent demonstration,Rioters (India),,5,Civilians (India),Labour Group (India),7,57,Southern Asia,India,Karnataka,Bengaluru Urban,Bengaluru,Indiranagar,12.9699,77.6499,1,The Hindu; Hindustan Times (India); Times of India,National,"On 22 Feb, at Indiranagar in Bengaluru tehsil (Bengaluru Urban, Karnataka), in the aftermath of the Pulwama attack, at least 20 people demanded that a bakery shop cover ""Karachi"" on their signboard, with some people damaging the outlet. 9 persons were arrested. [size=20]",0,1552576397,IND
4559783,356,IND46954,46954,22-Feb-19,2019,1,Riots,Mob violence,Rioters (India),Vigilante Group (India),5,Civilians (India),,7,57,Southern Asia,India,West Bengal,Kolkata,Kolkata,Kolkata,22.5728,88.3747,1,Indian Express,National,"On February 22, a mob assaulted a man in Phoolbagan area in Kolkata city (Kolkata, West Bengal), on the suspicion that he was a child-lifter. Seventeen people were later arrested. [size=no report]",0,1552576397,IND
4559784,356,IND46955,46955,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,Punjab,Ludhiana,Ludhiana,Ludhiana,30.912,75.8537,1,Hindustan Times (India),National,"On February 22, Punjab Agricultural University students continued demonstrating on campus in Ludhiana (Punjab) to demand that the rules pertaining to four-wheelers on campus be extended to everyone or none at all. [size=no report]",0,1552576397,IND
4559785,356,IND46956,46956,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,Southern Asia,India,Punjab,Patiala,Patiala,Patiala,30.3362,76.3922,1,Hindustan Times (India),National,"On February 22, members of the Punjab State Electricity Board (PSEB) Employees' Joint Forum shouted slogans and blocked Mall Road in Patiala (Punjab) to press for a list of demands including pay band, regularisation of part-time workers and employment benefits. [size=no report]",0,1552576397,IND
4559786,356,IND46957,46957,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,Punjab,Patiala,Patiala,Bhanri,30.2555,76.2995,1,Hindustan Times (India),National,"On February 22, students of Bhanri Middle School and villagers demonstrated outside the school in Bhanri (Patiala, Punjab) to demand that action be taken against the school's head for making casteist remarks. [size=no report]",0,1552576397,IND
4559787,356,IND46958,46958,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,Southern Asia,India,Gujarat,Surat,Surat,Surat,21.1959,72.8302,1,Times of India,National,"On 22 Feb, employees of Gujarat State Road Transport Corporation held a strike and protest and shouted anti-government slogans in Surat city (Gujarat). They demanded the acceptance of the recommendations of the 7th Pay Commission. [size=no report]",0,1552576397,IND
4559788,356,IND46959,46959,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Maharashtra,Pune,Pune,Pune,18.5195,73.8553,1,United News International,National,"On 22 Feb, thousands of specially-abled persons sat on a hunger strike in Pune city (Maharashtra) demanding the setting up of educational centres meant for the deaf-mute. [size=thousands]",0,1552576397,IND
4559789,356,IND46960,46960,22-Feb-19,2019,2,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,Telangana,Warangal,Warangal,Warangal,18.79,79.5833,2,Times of India,National,"Assumed on 22 Feb, in Warangal district (Telangana), Kakatiya University College of Engineering and Technology (KUCET) students boycotted classes and staged a dharna protesting inadequate infrastructure and shortage of faculty members. Protest still ongoing as of 25 Feb. Day 1 [size=no report]",0,1552576397,IND
4559790,356,IND46961,46961,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,Southern Asia,India,Kerala,Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram,8.4855,76.9492,1,The Hindu,National,"On 22 Feb, in Thiruvananthapuram city (Thiruvananthapuram, Kerala), the Airports Authority Employees Union (AAEU) employees staged a protest to oppose privatization of the airport by wearing black during a function where the Governor was invited. Dharnas had been organized by AAEU every afternoon on the airport since 4 Dec. Day 79 [size=no report]",0,1552576397,IND
4559791,356,IND46962,46962,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),TDP: Telugu Desam Party,6,,,0,60,Southern Asia,India,Telangana,Peddapalli,Ramagundam,Ramagundam,18.755,79.474,2,The Hindu,National,"On 22 Feb, in Remagundam mandal (Peddapalli, Telangana), TDP leaders for Karimnagar district unit staged a dharna at the Sripada Yellampalli project site, demanding the release of water to the farming community by the state government. [size=no report]",0,1552576397,IND
4559792,356,IND46963,46963,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),CITU: Centre of Indian Trade Unions; Labour Group (India); CPI(M): Communist Party of India (Marxist),6,,,0,60,Southern Asia,India,Tripura,West Tripura,Agartala,Agartala,23.833,91.2864,1,Tripura Infoway (India),Subnational,"On February 22, constructor workers under the CITU and CPI-M members unit took a protest rally in Agartala city (West Tripura, Tripura), to press for several demands, including better working conditions. [size=no report]",0,1552576397,IND
4559793,356,IND46964,46964,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,Southern Asia,India,Assam,Lakhimpur,Dhakuakhana,Dhakuakhana,27.2011,94.4571,1,Sentinel (India),Subnational,"On February 22, Anganwadi workers and assistants staged a dharna in front of the Integrated Child Development Project office in Dhakuakhona city (Lakhimpur, Assam), to press for several demands, including the appointment of the qualified working assistants in the post of vacant workers. [size=no report]",0,1552576397,IND
4559794,356,IND46965,46965,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Muslim Group (India),6,,,0,60,Southern Asia,India,Assam,Sonitpur,Tezpur,Tezpur,26.6527,92.7938,1,Sentinel (India),Subnational,"On February 22, members of the Sadou Tezpur Muslim Samaj paid tributes and staged a protest at Bara Masjid Chowk in Tezpur city (Sonitpur, Assam), against the attack by Pakistan-backed militants in Kashmir's Pulwama district, on February 14. They also raised slogans against Pakistan. [size=no report]",0,1552576397,IND
4559795,356,IND46966,46966,22-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,West Bengal,Kolkata,Kolkata,Kolkata,22.5728,88.3747,1,Telegraph (India),National,"On February 22, students from Jadavpur University started a dhana in the campus, in Kolkata city (Kolkata, West Bengal), to demand the announcement of student' union polls. [size=no report]",0,1552576397,IND
4560042,356,IND46790,46790,21-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),BJP: Bharatiya Janata Party; Farmers (India),6,,,0,60,Southern Asia,India,Odisha,Khordha,Bhubaneswar,Bhubaneswar,20.2724,85.8338,1,United News of India,National,"On February 21, members of the BJP Krushak Morcha staged a protest in Master Canteen area in Bhubaneswar city (Khordha, Odisha), in support of a 12-hour bandh called by the Naba Nirman Krushak Sangathan (NNKS) demanding price, prestige and pension for farmers. [size = no report]",0,1552576397,IND
4560043,356,IND46791,46791,21-Feb-19,2019,1,Riots,Mob violence,Rioters (India),Vigilante Group (India),5,Police Forces of India (2014-),Civilians (India),1,15,Southern Asia,India,West Bengal,Howrah,Howrah,Howrah,22.5968,88.263,1,Indian Express; Times of India,National,"On February 21, a mob attacked a woman in Tikiapara area in Howrah city (Howrah, West Bengal), suspecting her to be a child-lifter, following several rumours in the area. There was a clash with the police when they rescued her, injuring more than 20 locals and six police officers.",0,1552576397,IND
4560044,356,IND46792,46792,21-Feb-19,2019,1,Riots,Violent demonstration,Rioters (India),Students (India),5,Police Forces of India (2014-),,1,15,Southern Asia,India,Arunachal Pradesh,Papum Pare,Itanagar,Itanagar,27.0869,93.6098,1,Assam Tribune (India),Subnational,"On February 21, bandh supporters burnt tyres on roads in Itanagar city (Papum Pare, Arunachal Pradesh), to enforce a 48-hour bandh called by students and civil society organisations, seeking changes in the proposals on the issue of granting permanent residential certificate (PRC) to non-Arunachalees. 21 people were detained. [size = dozens]",0,1552576397,IND
4560045,356,IND46793,46793,21-Feb-19,2019,1,Riots,Violent demonstration,Rioters (India),Students (India),5,Police Forces of India (2014-),,1,15,Southern Asia,India,Arunachal Pradesh,Papum Pare,Itanagar,Naharlagun,27.0985,93.6946,1,Assam Tribune (India),Subnational,"On February 21, bandh supporters burnt tyres on roads in Naharlagun city (Papum Pare, Arunachal Pradesh), to enforce a 48-hour bandh called by students and civil society organisations, seeking changes in the proposals on the issue of granting permanent residential certificate (PRC) to non-Arunachalees. 21 people were detained. [size = dozens]",0,1552576397,IND
4560046,356,IND46794,46794,21-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Assam,Nagaon,Nagaon,Nagaon,26.3469,92.6851,1,Assam Tribune (India),Subnational,"On February 21, members of the Krishak Sramik Unnayan Parishad (KSUP) and locals staged a rally and burnt the effigy of Union Minister of State for Railways in Nagaon city (Nagaon, Assam), to protest against his alleged involvement in a molestation case. They also demanded termination of his membership. [size = hundreds]",0,1552576397,IND
4560047,356,IND46795,46795,21-Feb-19,2019,1,Battles,Armed clash,CPI (Maoist): Communist Party of India (Maoist),,2,Police Forces of India (2014-) Central Reserve Police Force,,1,12,Southern Asia,India,Chhattisgarh,Bijapur,Bijapur,Bijapur,18.7939,80.8159,2,South Asia Terrorism Portal,Other,"On February 21, a trooper of the Central Reserve Police Force (CRPF) was injured during an encounter with CPI-Maoists in a forest area in Bijapur district (Chhattisgarh).",0,1552576397,IND
4560048,356,IND46796,46796,21-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Government of India (2014-),6,,,0,60,Southern Asia,India,Jharkhand,East Singhbhum,Jamshedpur,Jamshedpur,22.8049,86.2025,1,Telegraph (India),National,"On February 21, over 50 panchayat samiti members burnt the effigy of the Chief Minister in Parsudih area in Jamshedpur city (East Singhbhum, Jharkhand), to protest against delay in the payment of their wages. [size = 50]",0,1552576397,IND
4560049,356,IND46797,46797,21-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),JVM(P): Jharkhand Vikas Morcha (Prajatantrik),6,,,0,60,Southern Asia,India,Jharkhand,Ranchi,Ranchi,Ranchi,23.3432,85.3094,1,Telegraph (India),National,"On February 21, over 50 JVM workers burnt effigies of MLAs in Albert Ekka Chowk in Ranchi city (Ranchi, Jharkhand), in protest against the judgment that upheld as legal the merger of six JVM MLAs with the BJP in February 2015. [size = 50]",0,1552576397,IND
4560050,356,IND46798,46798,21-Feb-19,2019,1,Riots,Violent demonstration,Rioters (India),Farmers (India),5,,,0,50,Southern Asia,India,Odisha,Angul,Angul,Angul,20.8444,85.1511,2,United News of India,National,"On February 21, farmers and activists burnt tyres in national higways in Angul district (Odisha), in support of a 12-hour bandh called by the Naba Nirman Krushak Sangathan (NNKS) demanding price, prestige and pension for the farmers. [size = no report]",0,1552576397,IND
4560051,356,IND46799,46799,21-Feb-19,2019,1,Riots,Violent demonstration,Rioters (India),Farmers (India),5,Police Forces of India (2014-),,1,15,Southern Asia,India,Odisha,Bhadrak,Bhadrak,Bhadrak,21.0583,86.4957,2,Odisha Sun Times (India),Subnational,"On February 21, farmers and activists staged road blockade on NH-16 in Bhadrak district (Odisha), in support of a 12-hour bandh called by the Naba Nirman Krushak Sangathan (NNKS) demanding price, prestige and pension for the farmers. Several NNKS activists were arrested by the police. [size = several]",0,1552576397,IND
4560052,356,IND46800,46800,21-Feb-19,2019,1,Riots,Violent demonstration,Rioters (India),Farmers (India),5,,,0,50,Southern Asia,India,Odisha,Dhenkanal,Dhenkanal,Dhenkanal,20.6513,85.5975,2,United News of India,National,"On February 21, farmers and activists burnt tyres in national higways in Dhenkanal district (Odisha), in support of a 12-hour bandh called by the Naba Nirman Krushak Sangathan (NNKS) demanding price, prestige and pension for the farmers. [size = no report]",0,1552576397,IND
4560053,356,IND46801,46801,21-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,Southern Asia,India,Odisha,Ganjam,Berhampur,Berhampur,19.3115,84.7929,1,Pioneer (India),National,"On February 21, members of the Odisha Electricity Employees' Association took a rally and then continued sitting on a dharna for the 35th day at the Southco office in Brahmapur/Berhampur (Ganjam, Odisha), demanding regularisation of the jobs of all contractual workers and employees. [size = no report]",0,1552576397,IND
4560054,356,IND46802,46802,21-Feb-19,2019,1,Riots,Violent demonstration,Rioters (India),Farmers (India),5,,,0,50,Southern Asia,India,Odisha,Kandhamal,Phulbani,Phulbani,20.48,84.2332,2,United News of India,National,"On February 21, farmers and activists burnt tyres in national higways in Phulbani area (Kendhamal, Odisha), in support of a 12-hour bandh called by the Naba Nirman Krushak Sangathan (NNKS) demanding price, prestige and pension for the farmers. [size = no report]",0,1552576397,IND
4560055,356,IND46803,46803,21-Feb-19,2019,1,Riots,Violent demonstration,Rioters (India),Farmers (India),5,Police Forces of India (2014-),,1,15,Southern Asia,India,Odisha,Khordha,Bhubaneswar,Bhubaneswar,20.2724,85.8338,1,Odisha Sun Times (India),Subnational,"On February 21, farmers and activists burnt tyres and staged blockades in several places of Bhubaneswar city (Khordha, Odisha), in support of a 12-hour bandh called by the Naba Nirman Krushak Sangathan (NNKS) demanding price, prestige and pension for the farmers. Several farmers were arrested by the police. [size = several]",0,1552576397,IND
4560056,356,IND46804,46804,21-Feb-19,2019,1,Riots,Violent demonstration,Rioters (India),Farmers (India),5,,,0,50,Southern Asia,India,Odisha,Khordha,Bhubaneswar,Bhubaneswar,20.2724,85.8338,3,United News of India,National,"On February 21, farmers and activists burnt tyres in several places of Odisha state, in support of a 12-hour bandh called by the Naba Nirman Krushak Sangathan (NNKS) demanding price, prestige and pension for the farmers. [size = no report]",0,1552576397,IND
